,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
567,Maruti Swift Dzire VDI,Coimbatore,2016,38461,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,7.39
568,Jeep Compass 2.0 Limited,Jaipur,2018,29000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,22.95 Lakh,19
569,Toyota Corolla Altis 1.8 Sport,Pune,2010,31000,Petrol,Manual,First,12.5 kmpl,1794 CC,132 bhp,5,,5
570,Honda City 1.5 V MT,Kolkata,2011,42086,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,3.35
571,Maruti Swift ZXI,Chennai,2013,49000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,4.45
572,Hyundai Verna 1.6 SX CRDI (O) AT,Coimbatore,2019,77240,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5,,8.31
573,Mahindra Bolero ZLX,Jaipur,2012,105000,Diesel,Manual,Second,15.96 kmpl,2523 CC,62.1 bhp,7,11.15 Lakh,6
574,Maruti Swift VDI,Chennai,2014,35000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.25
575,Hyundai Santro Xing XO,Chennai,2006,83072,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,,1.4
576,Audi A6 2011-2015 2.0 TDI Premium Plus,Hyderabad,2012,202082,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,,12.3
577,Ford Ikon 1.3 LXi NXt,Chennai,2004,129000,Petrol,Manual,Third,13.8 kmpl,1299 CC,70 bhp,5,,1.5
578,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,33558,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5,10.32 Lakh,8.12
579,Mahindra Bolero VLX CRDe,Coimbatore,2012,60271,Diesel,Manual,First,13.6 kmpl,2523 CC,63 bhp,7,,6.12
580,Honda City i DTEC VX Option,Coimbatore,2017,45366,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,,10.88
581,Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,9500,Petrol,Manual,First,18.2 kmpl,1199 CC,82.5 bhp,5,,3.5
582,Hyundai i20 1.2 Spotz,Kochi,2016,42362,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.15
583,BMW X1 sDrive 20d Sportline,Chennai,2016,21000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,,33
584,BMW X1 sDrive 20d Exclusive,Mumbai,2012,15200,Diesel,Automatic,First,15.06 kmpl,1995 CC,177 bhp,5,,13.5
585,Toyota Fortuner 4x2 AT,Mumbai,2015,43690,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,,17.11
586,Audi Q7 4.2 TDI Quattro Technology,Kochi,2014,79926,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7,,29.77
587,Maruti Ertiga VDI,Kolkata,2013,53073,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,5.95
588,Hyundai i20 1.2 Magna,Bangalore,2015,59000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,5.75
589,Mercedes-Benz S Class 2005 2013 S 350 L,Bangalore,2006,47088,Petrol,Automatic,Second,10.13 kmpl,3498 CC,364.9 bhp,5,,19
590,Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,,4.75
591,Mahindra Quanto C2,Hyderabad,2013,80430,Diesel,Manual,Second,17.21 kmpl,1493 CC,100 bhp,7,,3.3
592,Toyota Fortuner 4x2 AT,Delhi,2013,71932,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,,16.5
593,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,19000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,7,,44
594,Maruti Swift Dzire VDi,Hyderabad,2011,81759,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,4.39
595,Maruti Swift LDI Optional,Kochi,2018,52010,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,6.2
596,Audi A6 2011-2015 35 TFSI Technology,Kochi,2016,58953,Petrol,Automatic,First,13.53 kmpl,1984 CC,177.01 bhp,5,,24.22
597,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,Mumbai,2008,93000,Diesel,Manual,Third,10.5 kmpl,2835 CC,107.2 bhp,6,,5.45
598,Jaguar XF 2.2 Litre Executive,Delhi,2016,10000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,,44
599,Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2019,40674,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,28.05 Lakh,24.82
600,Skoda Octavia Ambition 2.0 TDI AT,Mumbai,2015,50000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5,,11.69
601,Toyota Corolla Altis VL AT,Bangalore,2018,1331,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,,20
602,Maruti Omni 8 Seater BSII,Pune,2010,60000,Petrol,Manual,First,19.7 kmpl,796 CC,35 bhp,8,,1.45
603,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2018,10003,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5,59.77 Lakh,48.5
604,Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25000,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5,15.86 Lakh,9.45
605,Mahindra XUV500 W10 2WD,Ahmedabad,2015,73000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,12.5
606,Nissan Terrano XL 85 PS,Hyderabad,2014,59962,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,,6.9
607,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2012,72000,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5,,5.8
608,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2016,20967,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,,44.56
609,Mahindra Scorpio S4 Plus,Bangalore,2015,35000,Diesel,Manual,Second,15.4 kmpl,2179 CC,120 bhp,7,,8.5
610,Hyundai Verna 1.6 CRDi SX,Coimbatore,2017,38056,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5,,10.7
611,Audi Q7 3.0 TDI Quattro Premium Plus,Pune,2009,94000,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,12
612,Chevrolet Aveo U-VA 1.2 LT,Coimbatore,2010,64236,Petrol,Manual,First,14.7 kmpl,1150 CC,76 bhp,5,,2.44
613,Mahindra Bolero ZLX BSIII,Kolkata,2000,124000,Diesel,Manual,First,13.6 kmpl,2523 CC,63 bhp,7,,1.95
614,Hyundai Xcent 1.2 Kappa S,Mumbai,2014,7400,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,,4.35
615,Toyota Innova Crysta 2.4 GX MT 8S,Hyderabad,2017,52000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8,19.43 Lakh,17.5
616,Hyundai EON Era Plus,Hyderabad,2015,68764,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.9
617,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,64000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,2.9
618,Maruti Vitara Brezza ZDi,Pune,2016,21558,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,10.65 Lakh,8.9
619,BMW 3 Series 320d Prestige,Mumbai,2013,37500,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,,16.75
620,Hyundai EON Sportz,Coimbatore,2016,14077,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.95
621,Honda City 1.5 S MT,Mumbai,2009,70000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,2.1
622,Honda Accord 2.4 MT,Kochi,2011,54316,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,5,,4.29
623,Mahindra Xylo E8,Hyderabad,2009,90764,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,8,,3.85
624,BMW 3 Series 320d,Chennai,2009,137000,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,5,,9
625,Honda City V MT,Pune,2013,127000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,5,,4.5
626,Mahindra XUV500 W10 2WD,Kochi,2016,51884,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,12.46
627,Hyundai i20 Asta 1.4 CRDi,Delhi,2014,67407,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,5,,4.65
628,Toyota Fortuner 4x2 Manual,Hyderabad,2014,107825,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,,20.5
629,Mahindra Bolero DI BSII,Chennai,2006,82453,Diesel,Manual,First,13.6 kmpl,2523 CC,63 bhp,8,,2.9
630,Maruti Esteem Vxi - BSIII,Chennai,2007,30441,Petrol,Manual,First,15.9 kmpl,1298 CC,85 bhp,5,,1.45
631,Hyundai Santro LS zipPlus,Chennai,2002,70000,Petrol,Manual,Third,0.0 kmpl,1086 CC,null bhp,5,,0.65
632,Mini Cooper 5 DOOR D,Mumbai,2016,11000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5,42.12 Lakh,29.5
633,Audi Q3 35 TDI Quattro Premium,Hyderabad,2015,61000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,,25
634,Hyundai i20 Sportz Option,Delhi,2013,48454,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,,3.5
635,Tata Safari Storme VX Varicor 400,Jaipur,2017,37000,Diesel,Manual,First,14.1 kmpl,2179 CC,154 bhp,7,16.95 Lakh,11.25
636,Honda BR-V i-DTEC VX MT,Kochi,2017,32249,Diesel,Manual,First,21.9 kmpl,1498 CC,98.6 bhp,7,15.45 Lakh,10.79
637,Volkswagen Jetta 2013-2015 2.0L TDI Highline,Kolkata,2013,58000,Diesel,Manual,First,19.33 kmpl,1968 CC,138.03 bhp,5,,5.9
638,Hyundai Xcent 1.2 Kappa S Option,Jaipur,2017,28360,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5,,5.12
639,Maruti Ignis 1.2 Alpha,Mumbai,2017,7000,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5,7.87 Lakh,5.7
640,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,19658,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,,35.84
641,Ford Ikon 1.3 CLXi,Hyderabad,2007,92000,Petrol,Manual,First,13.8 kmpl,1299 CC,70 bhp,5,,1.25
642,Hyundai i10 Sportz,Kolkata,2013,25000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.65
643,Hyundai Verna 1.6 CRDI,Coimbatore,2016,37882,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5,,9.19
644,BMW 3 Series 320d Highline,Bangalore,2014,69330,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5,,23.5
645,Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,Delhi,2011,61000,Petrol,Automatic,First,12.3 kmpl,1796 CC,185 bhp,5,,12.5
646,Chevrolet Beat Option Pack,Kolkata,2010,35000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5,,1.5
647,Hyundai Santro Xing XP,Jaipur,2004,200000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5,,0.8
648,Tata Indica DLS,Jaipur,2009,82000,Diesel,Manual,Second,13.5 kmpl,1405 CC,null bhp,5,,0.75
649,Mahindra XUV500 W8 2WD,Delhi,2012,72450,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,8.1
650,Maruti Ciaz ZDi Plus SHVS,Jaipur,2017,36381,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,9.75
651,Mercedes-Benz New C-Class C 250 CDI Avantgarde,Coimbatore,2017,25559,Diesel,Automatic,First,19.71 kmpl,2143 CC,201.15 bhp,5,,37.93
652,Honda City ZX CVT,Chennai,2005,100000,Petrol,Automatic,Third,16.4 kmpl,1497 CC,78 bhp,5,,1.96
653,Toyota Fortuner 4x2 4 Speed AT,Jaipur,2015,94000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,,20.5
654,Maruti Alto K10 VXI,Bangalore,2011,64357,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.7 Lakh,2.75
655,Jaguar XJ 2.0L Portfolio,Mumbai,2017,10501,Petrol,Automatic,First,9.43 kmpl,1999 CC,237.4 bhp,5,,75
656,Hyundai i20 1.4 Magna ABS,Chennai,2009,47000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,,2.8
657,Honda BRV i-VTEC V CVT,Mumbai,2017,18000,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,15.02 Lakh,9.25
658,Toyota Corolla Executive (HE),Chennai,2007,89000,Petrol,Manual,First,13.4 kmpl,1794 CC,125 bhp,5,,3
659,Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,49964,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,,23.89
660,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,Mumbai,2014,35000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,,12.75
661,Hyundai Grand i10 CRDi Sportz,Jaipur,2014,64000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,4.15
662,Volkswagen Vento IPL II Petrol Highline AT,Mumbai,2013,36000,Petrol,Automatic,First,14.8 kmpl,1598 CC,105 bhp,5,,4.65
663,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Delhi,2012,78600,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,,8.9
664,Hyundai Verna CRDi SX,Jaipur,2008,170000,Diesel,Manual,Second,16.8 kmpl,1493 CC,110 bhp,5,,1.5
665,Maruti Ritz VDi,Pune,2015,65000,Diesel,Manual,Second,23.2 kmpl,1248 CC,73.94 bhp,5,,3.27
666,Audi Q7 3.0 TDI Quattro Technology,Pune,2008,120300,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,18
667,Hyundai i20 Asta Option 1.2,Pune,2016,21000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.3
668,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,18108,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,12.56 Lakh,11.31
669,Honda City i VTEC S,Pune,2014,58407,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,6.16
670,Maruti Ciaz ZXi,Pune,2014,49500,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,6
671,Nissan Sunny XV CVT,Kochi,2013,37199,Petrol,Automatic,First,17.5 kmpl,1498 CC,99.6 bhp,5,11.33 Lakh,5.43
672,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,62000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,4.65
673,Maruti Ertiga ZDI,Hyderabad,2015,59000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,7.5
674,Maruti Swift Dzire VDI,Jaipur,2015,60000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,6.25
675,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Bangalore,2007,39037,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,,9.25
676,Honda Brio S MT,Mumbai,2013,17003,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,3.15
677,Hyundai i10 Magna Optional 1.1L,Hyderabad,2008,80400,Petrol,Manual,First,16.0 kmpl,1086 CC,66.7 bhp,5,,2.3
678,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2012,75200,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,5.25
679,Maruti Ciaz VDI SHVS,Kochi,2017,41217,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,7.4
680,Ford Ikon 1.3 Flair,Pune,2006,98293,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,5,,1.55
681,Volkswagen Polo 1.2 MPI Highline,Pune,2017,54000,Petrol,Manual,Second,16.2 kmpl,1199 CC,74 bhp,5,,6
682,Honda Jazz 1.2 V i VTEC,Chennai,2016,17377,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,5.9
683,Honda Amaze EX i-Dtech,Bangalore,2013,33800,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,,4.7
684,Hyundai i20 Asta 1.4 CRDi,Hyderabad,2015,86157,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,6.5
685,Maruti Ritz VDi,Hyderabad,2012,146824,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,3.55
686,Honda City V MT,Chennai,2014,55000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,,7.1
687,Skoda Superb 1.8 TSI MT,Hyderabad,2010,53293,Petrol,Manual,First,13.14 kmpl,1798 CC,160 bhp,5,,6
688,Maruti Vitara Brezza LDi Option,Pune,2017,38000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,,7.99
689,Hyundai i20 Asta,Bangalore,2009,64000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,,4.1
690,Maruti Alto K10 VXI AGS,Hyderabad,2017,25058,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,,3.95
691,Hyundai EON Era Plus,Kochi,2016,36700,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,4.38
692,Hyundai i10 Sportz,Mumbai,2011,35000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.75
693,Mercedes-Benz SLK-Class SLK 350,Coimbatore,2016,22732,Petrol,Automatic,First,18.1 kmpl,3498 CC,306 bhp,2,,55.54
694,Audi A6 2.0 TDI Design Edition,Hyderabad,2014,48000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5,,29
695,Ford EcoSport 1.5 TDCi Titanium,Bangalore,2013,62084,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,,6.6
696,Volkswagen Passat Highline DSG,Kolkata,2012,39273,Diesel,Automatic,First,14.3 kmpl,1968 CC,140 bhp,5,,6.99
697,Toyota Innova Crysta 2.4 ZX MT,Bangalore,2017,64798,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,26.45 Lakh,18.75
698,Ford Figo Diesel ZXI,Jaipur,2010,100002,Diesel,Manual,Third,20.0 kmpl,1399 CC,68 bhp,5,,1.28
699,Chevrolet Aveo 1.4,Pune,2006,78000,Petrol,Manual,Third,14.49 kmpl,1399 CC,92.7 bhp,5,,1.2
700,Maruti Ritz LXi,Coimbatore,2013,57717,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,4.31
701,Land Rover Freelander 2 SE,Chennai,2011,109000,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5,,16.5
702,Hyundai Grand i10 Asta,Coimbatore,2017,74515,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.64
703,Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2017,50484,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,7,,31.12
704,Audi Q5 2008-2012 2.0 TDI,Kochi,2013,13452,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5,,25.46
705,Hyundai Verna 1.6 VTVT,Kochi,2017,37688,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,,7.88
706,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Chennai,2017,34000,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5,,36
707,Mercedes-Benz M-Class ML 350 4Matic,Pune,2014,120000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5,,30
708,Maruti Swift Dzire ZXi,Pune,2008,64000,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,,2.85
709,Honda City 1.3 EXI S,Delhi,2011,100000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,5,,3.5
710,Renault Duster 85PS Diesel RxL Optional,Jaipur,2014,75000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5,,7.5
711,Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2012,86000,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,,19
712,BMW X5 xDrive 30d Design Pure Experience 5 Seater,Hyderabad,2015,69000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,5,,54
713,Hyundai Xcent 1.2 Kappa SX Option,Kochi,2015,41721,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,,4.7
714,Maruti Dzire AMT ZXI Plus,Hyderabad,2017,13000,Petrol,Automatic,First,22.0 kmpl,1197 CC,81.80 bhp,5,10.34 Lakh,8.5
715,BMW 3 Series 320d Corporate Edition,Kolkata,2013,38998,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,4,,17
716,Maruti Alto 800 LXI,Kochi,2017,54250,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,3.51
717,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,45979,Diesel,Automatic,Second,17.11 kmpl,1968 CC,174.33 bhp,5,,19.5
718,Mini Cooper S,Pune,2012,37000,Petrol,Automatic,Second,13.6 kmpl,1598 CC,181 bhp,4,,17
719,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,46983,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,43.35
720,Chevrolet Beat Diesel LT,Bangalore,2012,40700,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.65
721,Maruti Wagon R LXI BS IV,Kochi,2015,43828,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,3.52
722,Nissan Terrano XV Premium 110 PS,Kolkata,2016,53000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5,,6.25
723,BMW 3 Series 320d Luxury Plus,Ahmedabad,2015,100000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,,24.75
724,Maruti Swift Dzire VXI,Mumbai,2015,19000,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,,5.25
725,Skoda Yeti Elegance 4X2,Jaipur,2016,84000,Diesel,Manual,First,17.72 kmpl,1968 CC,108.5 bhp,5,,11
726,Ford EcoSport 1.5 Ti VCT AT Titanium,Kochi,2018,37630,Petrol,Automatic,First,15.63 kmpl,1499 CC,110.4 bhp,5,,9.1
727,Hyundai i20 1.2 Magna,Chennai,2010,67714,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,3.25
728,Maruti S Cross DDiS 200 Sigma Option,Pune,2017,32000,Diesel,Manual,First,15.0 kmpl,1248 CC,88.5 bhp,5,,8.5
729,Hyundai Verna Transform VTVT,Pune,2010,51000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,5,,3.1
730,BMW 3 Series 320d Luxury Line,Kochi,2015,58390,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,,19.86
731,Hyundai Grand i10 1.2 CRDi Magna,Kolkata,2017,14000,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5,7.46 Lakh,4.9
732,Honda City i-VTEC V,Delhi,2014,55818,Petrol,Manual,Second,17.4 kmpl,1497 CC,117.3 bhp,5,11.85 Lakh,5.7
733,Maruti Swift 1.3 VXi,Chennai,2006,97800,Petrol,Manual,Third,16.1 kmpl,,,,,1.75
734,Maruti Swift VDI BSIV,Kolkata,2012,52241,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,2.9
735,Maruti Baleno Zeta 1.3,Coimbatore,2018,25433,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,,7.83
736,Tata Safari Storme 2012-2015 LX,Kochi,2015,40611,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7,,8.15
737,Hyundai Accent GLS,Bangalore,2008,72000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5,,2
738,Maruti Swift LDI SP Limited Edition,Hyderabad,2016,54631,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,6.25
739,Maruti Swift VDI BSIV,Bangalore,2007,60000,Diesel,Manual,Second,17.8 kmpl,1248 CC,null bhp,5,,3.4
740,Tata Nano XTA,Coimbatore,2016,24941,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4,,3.19
741,Maruti Ertiga VDI,Ahmedabad,2017,63939,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,10.41 Lakh,7.75
742,Maruti Celerio VXI AMT,Delhi,2014,35214,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,5,5.57 Lakh,3.2
743,Maruti Swift VDI BSIV,Delhi,2015,63000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,4.9
744,Volkswagen Vento Petrol Highline,Kochi,2012,121377,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5,,3.8
745,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Chennai,2009,100970,Diesel,Automatic,First,15.5 kmpl,1896 CC,105 bhp,5,,4
746,Mini Cooper 5 DOOR D,Hyderabad,2014,60000,Diesel,Automatic,Second,20.7 kmpl,1496 CC,113.98 bhp,5,42.48 Lakh,23.5
747,Tata Indica V2 DLS,Chennai,2008,77650,Diesel,Manual,First,17.2 kmpl,1396 CC,53.5 bhp,5,,1.15
748,Hyundai Santro Xing XO,Hyderabad,2007,71297,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,,2.2
749,Land Rover Range Rover 3.0 D,Mumbai,2008,55001,Diesel,Automatic,Second,0.0 kmpl,,,,,26.5
750,Honda City i-VTEC CVT VX,Bangalore,2015,18955,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,16.04 Lakh,10.65
751,Jaguar XF 2.2 Litre Luxury,Coimbatore,2016,47877,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,,35.68
752,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Kochi,2017,43368,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5,,31.94
753,Chevrolet Cruze LTZ,Chennai,2011,73000,Diesel,Manual,Third,18.3 kmpl,1991 CC,147.9 bhp,5,,4.2
754,Mahindra XUV500 W8 2WD,Ahmedabad,2015,72007,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,9.9
755,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Kochi,2014,56778,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,,15.46
756,Honda Jazz VX,Kochi,2018,20024,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,9.1 Lakh,8.46
